name,description,price,category,stock,image
"Product 12539","Sample description 12539",41602,Furniture,207,
"Product 12540","Sample description 12540",5221,Computers,52,
"Product 12541","Sample description 12541",46149,Electronics,485,
"Product 12542","Sample description 12542",3345,Electronics,245,
"Product 12543","Sample description 12543",32525,Furniture,414,
"Product 12544","Sample description 12544",28537,Electronics,416,
"Product 12545","Sample description 12545",6969,Fashion,382,
"Product 12546","Sample description 12546",16031,Fashion,66,
"Product 12547","Sample description 12547",25739,Furniture,325,
"Product 12548","Sample description 12548",19214,Furniture,133,
"Product 12549","Sample description 12549",19664,Electronics,471,
"Product 12550","Sample description 12550",33390,Electronics,356,
"Product 12551","Sample description 12551",42345,Accessories,251,
"Product 12552","Sample description 12552",41950,Computers,18,
"Product 12553","Sample description 12553",29304,Electronics,398,
"Product 12554","Sample description 12554",17755,Electronics,270,
"Product 12555","Sample description 12555",42560,Furniture,474,
"Product 12556","Sample description 12556",29788,Fashion,192,
"Product 12557","Sample description 12557",21687,Accessories,313,
"Product 12558","Sample description 12558",3627,Accessories,123,
"Product 12559","Sample description 12559",12536,Computers,432,
"Product 12560","Sample description 12560",38775,Furniture,337,
"Product 12561","Sample description 12561",12493,Computers,461,
"Product 12562","Sample description 12562",20052,Fashion,12,
"Product 12563","Sample description 12563",35164,Furniture,286,
"Product 12564","Sample description 12564",48558,Furniture,218,
"Product 12565","Sample description 12565",46562,Accessories,43,
"Product 12566","Sample description 12566",49031,Computers,245,
"Product 12567","Sample description 12567",9830,Fashion,74,
"Product 12568","Sample description 12568",16363,Computers,178,
"Product 12569","Sample description 12569",7416,Accessories,261,
"Product 12570","Sample description 12570",5686,Furniture,45,
"Product 12571","Sample description 12571",17339,Accessories,293,
"Product 12572","Sample description 12572",3909,Accessories,494,
"Product 12573","Sample description 12573",20146,Electronics,147,
"Product 12574","Sample description 12574",13485,Electronics,157,
"Product 12575","Sample description 12575",44871,Computers,469,
"Product 12576","Sample description 12576",18557,Electronics,180,
"Product 12577","Sample description 12577",7986,Computers,214,
"Product 12578","Sample description 12578",48103,Fashion,381,
"Product 12579","Sample description 12579",45303,Accessories,241,
"Product 12580","Sample description 12580",11795,Accessories,345,
"Product 12581","Sample description 12581",44570,Electronics,404,
"Product 12582","Sample description 12582",38833,Fashion,485,
"Product 12583","Sample description 12583",20801,Computers,22,
"Product 12584","Sample description 12584",42356,Computers,298,
"Product 12585","Sample description 12585",22428,Fashion,490,
"Product 12586","Sample description 12586",49264,Accessories,369,
"Product 12587","Sample description 12587",9608,Computers,42,
"Product 12588","Sample description 12588",38414,Accessories,362,
"Product 12589","Sample description 12589",31983,Furniture,112,
"Product 12590","Sample description 12590",21006,Fashion,168,
"Product 12591","Sample description 12591",25694,Electronics,274,
"Product 12592","Sample description 12592",32355,Electronics,110,
"Product 12593","Sample description 12593",14401,Electronics,54,
"Product 12594","Sample description 12594",824,Furniture,316,
"Product 12595","Sample description 12595",28014,Accessories,341,
"Product 12596","Sample description 12596",36765,Fashion,440,
"Product 12597","Sample description 12597",14539,Furniture,304,
"Product 12598","Sample description 12598",16454,Accessories,450,
"Product 12599","Sample description 12599",10116,Fashion,85,
"Product 12600","Sample description 12600",35292,Fashion,288,
"Product 12601","Sample description 12601",34600,Computers,191,
"Product 12602","Sample description 12602",35796,Fashion,51,
"Product 12603","Sample description 12603",42043,Furniture,229,
"Product 12604","Sample description 12604",41229,Computers,277,
"Product 12605","Sample description 12605",5717,Fashion,208,
"Product 12606","Sample description 12606",37511,Fashion,191,
"Product 12607","Sample description 12607",24824,Computers,213,
"Product 12608","Sample description 12608",25547,Computers,226,
"Product 12609","Sample description 12609",13002,Fashion,312,
"Product 12610","Sample description 12610",8395,Computers,219,
"Product 12611","Sample description 12611",21275,Accessories,421,
"Product 12612","Sample description 12612",21755,Furniture,427,
"Product 12613","Sample description 12613",36005,Fashion,125,
"Product 12614","Sample description 12614",34725,Accessories,314,
"Product 12615","Sample description 12615",6674,Furniture,65,
"Product 12616","Sample description 12616",7790,Computers,89,
"Product 12617","Sample description 12617",42095,Computers,491,
"Product 12618","Sample description 12618",5686,Electronics,62,
"Product 12619","Sample description 12619",1036,Computers,439,
"Product 12620","Sample description 12620",11178,Accessories,278,
"Product 12621","Sample description 12621",41038,Electronics,456,
"Product 12622","Sample description 12622",33176,Electronics,262,
"Product 12623","Sample description 12623",10164,Accessories,359,
"Product 12624","Sample description 12624",35325,Computers,160,
"Product 12625","Sample description 12625",21930,Furniture,237,
"Product 12626","Sample description 12626",5166,Furniture,292,
"Product 12627","Sample description 12627",25698,Furniture,203,
"Product 12628","Sample description 12628",43084,Accessories,14,
"Product 12629","Sample description 12629",46298,Furniture,229,
"Product 12630","Sample description 12630",11859,Accessories,38,
"Product 12631","Sample description 12631",16343,Fashion,156,
"Product 12632","Sample description 12632",6353,Computers,188,
"Product 12633","Sample description 12633",21259,Furniture,216,
"Product 12634","Sample description 12634",47578,Computers,48,
"Product 12635","Sample description 12635",2925,Furniture,86,
"Product 12636","Sample description 12636",17589,Fashion,406,
"Product 12637","Sample description 12637",9751,Furniture,385,
"Product 12638","Sample description 12638",13209,Furniture,240,
"Product 12639","Sample description 12639",8150,Accessories,117,
"Product 12640","Sample description 12640",35609,Fashion,485,
"Product 12641","Sample description 12641",26900,Accessories,129,
"Product 12642","Sample description 12642",24782,Furniture,396,
"Product 12643","Sample description 12643",27038,Furniture,322,
"Product 12644","Sample description 12644",16300,Computers,39,
"Product 12645","Sample description 12645",2863,Furniture,213,
"Product 12646","Sample description 12646",17520,Computers,25,
"Product 12647","Sample description 12647",37695,Accessories,10,
"Product 12648","Sample description 12648",46559,Accessories,287,
"Product 12649","Sample description 12649",10051,Electronics,423,
"Product 12650","Sample description 12650",35078,Electronics,21,
"Product 12651","Sample description 12651",44223,Furniture,386,
"Product 12652","Sample description 12652",45130,Computers,472,
"Product 12653","Sample description 12653",21692,Fashion,94,
"Product 12654","Sample description 12654",32400,Computers,141,
"Product 12655","Sample description 12655",17625,Electronics,91,
"Product 12656","Sample description 12656",34999,Fashion,110,
"Product 12657","Sample description 12657",25458,Fashion,402,
"Product 12658","Sample description 12658",25308,Accessories,321,
"Product 12659","Sample description 12659",34239,Fashion,114,
"Product 12660","Sample description 12660",46577,Electronics,500,
"Product 12661","Sample description 12661",26787,Furniture,42,
"Product 12662","Sample description 12662",35280,Accessories,168,
"Product 12663","Sample description 12663",37947,Accessories,445,
"Product 12664","Sample description 12664",10495,Fashion,284,
"Product 12665","Sample description 12665",33159,Computers,26,
"Product 12666","Sample description 12666",8242,Fashion,190,
"Product 12667","Sample description 12667",1437,Computers,344,
"Product 12668","Sample description 12668",8426,Accessories,49,
"Product 12669","Sample description 12669",2647,Furniture,243,
"Product 12670","Sample description 12670",17756,Accessories,423,
"Product 12671","Sample description 12671",47370,Fashion,439,
"Product 12672","Sample description 12672",1453,Electronics,78,
"Product 12673","Sample description 12673",45780,Fashion,349,
"Product 12674","Sample description 12674",33498,Accessories,353,
"Product 12675","Sample description 12675",26547,Computers,104,
"Product 12676","Sample description 12676",48826,Electronics,98,
"Product 12677","Sample description 12677",10015,Computers,59,
"Product 12678","Sample description 12678",11022,Furniture,207,
"Product 12679","Sample description 12679",41678,Electronics,74,
"Product 12680","Sample description 12680",19955,Accessories,352,
"Product 12681","Sample description 12681",38997,Electronics,412,
"Product 12682","Sample description 12682",1205,Computers,70,
"Product 12683","Sample description 12683",4149,Accessories,21,
"Product 12684","Sample description 12684",11936,Accessories,28,
"Product 12685","Sample description 12685",27684,Computers,426,
"Product 12686","Sample description 12686",49940,Computers,500,
"Product 12687","Sample description 12687",21244,Fashion,454,
"Product 12688","Sample description 12688",6285,Furniture,369,
"Product 12689","Sample description 12689",24455,Fashion,361,
"Product 12690","Sample description 12690",33999,Electronics,122,
"Product 12691","Sample description 12691",1023,Electronics,479,
"Product 12692","Sample description 12692",39531,Fashion,213,
"Product 12693","Sample description 12693",31965,Furniture,100,
"Product 12694","Sample description 12694",17216,Electronics,135,
"Product 12695","Sample description 12695",8087,Electronics,86,
"Product 12696","Sample description 12696",45679,Furniture,344,
"Product 12697","Sample description 12697",12230,Computers,25,
"Product 12698","Sample description 12698",11925,Accessories,172,
"Product 12699","Sample description 12699",36631,Fashion,113,
"Product 12700","Sample description 12700",16171,Furniture,200,
